bin,count
53:26,3
55:29,7
57:32,8
59:35,13
1:01:38,24
1:03:41,15
1:05:44,32
1:07:47,37
1:09:50,53
1:11:53,62
1:13:56,50
1:15:59,54
1:18:02,62
1:20:05,82
1:22:08,75
1:24:11,85
1:26:14,76
1:28:17,84
1:30:20,82
1:32:23,53
1:34:26,49
1:36:29,65
1:38:32,50
1:40:35,27
1:42:38,36
1:44:41,15
1:46:44,11
1:48:47,31
# mean=1:24:11
# median=1:24:11
# subject=1:13:56
# subject_name=Ajay
# note=1241 finishers · bin ≈ 2:03
