bin,count
2:01:41,11
2:10:52,58
2:20:03,116
2:29:14,248
2:38:25,527
2:47:36,887
2:56:47,1390
3:05:58,1651
3:15:09,2090
3:24:20,2857
3:33:31,2973
3:42:42,3554
3:51:53,4500
4:01:04,2884
4:10:15,2971
4:19:26,2862
4:28:37,2443
4:37:48,2033
4:46:59,2104
4:56:10,1615
5:05:21,1173
5:14:32,1073
5:23:43,885
5:32:54,767
5:42:05,662
5:51:16,528
6:00:27,403
6:09:38,712
# mean=4:10:15
# median=4:01:04
# subject=5:42:05
# subject_name=Ajay
# note=43977 finishers · bin ≈ 9:11
