bin,count
1:11:55,1
1:15:07,2
1:18:19,1
1:21:31,6
1:24:43,10
1:27:55,23
1:31:07,4
1:34:19,14
1:37:31,9
1:40:43,14
1:43:55,15
1:47:07,19
1:50:19,14
1:53:31,10
1:56:43,5
1:59:55,6
2:03:07,10
2:06:19,5
2:09:31,7
2:12:43,0
2:15:55,2
2:19:07,3
2:22:19,0
2:25:31,1
2:28:43,0
2:31:55,0
2:35:07,0
2:38:19,0
# mean=1:43:55
# median=1:43:55
# subject=2:38:19
# subject_name=Jeyashree
# note=181 finishers · bin ≈ 3:12
