bin,count
2:40:35,3
2:47:49,3
2:55:03,2
3:02:17,3
3:09:31,11
3:16:45,7
3:23:59,10
3:31:13,12
3:38:27,16
3:45:41,19
3:52:55,30
4:00:09,16
4:07:23,25
4:14:37,16
4:21:51,20
4:29:05,33
4:36:19,25
4:43:33,15
4:50:47,12
4:58:01,9
5:05:15,7
5:12:29,7
5:19:43,7
5:26:57,6
5:34:11,5
5:41:25,2
5:48:39,0
5:55:53,5
# mean=4:14:37
# median=4:14:37
# subject=4:29:05
# subject_name=Jeyashree
# note=326 finishers · bin ≈ 7:14
