bin,count
27:11,1
28:48,0
30:25,3
32:02,2
33:39,5
35:16,6
36:53,8
38:30,14
40:07,25
41:44,30
43:21,55
44:58,66
46:35,66
48:12,72
49:49,63
51:26,72
53:03,80
54:40,80
56:17,72
57:54,53
59:31,56
1:01:08,31
1:02:45,16
1:04:22,13
1:05:59,8
1:07:36,3
1:09:13,13
1:10:50,17
# mean=51:26
# median=51:26
# subject=30:25
# subject_name=Jeyashree
# note=930 finishers · bin ≈ 1:37
