bin,count
9:39,4
11:46,36
13:53,71
16:00,113
18:07,180
20:14,235
22:21,279
24:28,367
26:35,376
28:42,444
30:49,499
32:56,489
35:03,537
37:10,344
39:17,280
41:24,192
43:31,142
45:38,151
47:45,154
49:52,159
51:59,211
54:06,172
56:13,155
58:20,100
1:00:27,64
1:02:34,54
1:04:41,44
1:06:48,95
# mean=35:03
# median=32:56
# subject=1:00:27
# subject_name=Ajay
# note=5947 finishers · bin ≈ 2:07
