bin,count
58:33,2
1:01:23,5
1:04:13,10
1:07:03,16
1:09:53,20
1:12:43,37
1:15:33,46
1:18:23,62
1:21:13,80
1:24:03,98
1:26:53,108
1:29:43,133
1:32:33,122
1:35:23,134
1:38:13,153
1:41:03,142
1:43:53,148
1:46:43,153
1:49:33,117
1:52:23,113
1:55:13,92
1:58:03,83
2:00:53,49
2:03:43,47
2:06:33,26
2:09:23,28
2:12:13,15
2:15:03,36
# mean=1:41:03
# median=1:41:03
# subject=1:41:03
# subject_name=Ajay
# note=2075 finishers · bin ≈ 2:50
