bin,count
1:05:56,6
1:08:18,5
1:10:40,5
1:13:02,8
1:15:24,7
1:17:46,13
1:20:08,21
1:22:30,27
1:24:52,22
1:27:14,19
1:29:36,22
1:31:58,24
1:34:20,21
1:36:42,19
1:39:04,14
1:41:26,13
1:43:48,9
1:46:10,4
1:48:32,7
1:50:54,9
1:53:16,5
1:55:38,8
1:58:00,1
2:00:22,4
2:02:44,3
2:05:06,0
2:07:28,2
2:09:50,6
# mean=1:31:58
# median=1:29:36
# note=304 finishers · bin ≈ 2:22
