bin,count
10:39,1
11:36,0
12:33,0
13:30,2
14:27,1
15:24,1
16:21,6
17:18,8
18:15,19
19:12,21
20:09,41
21:06,35
22:03,52
23:00,49
23:57,65
24:54,70
25:51,82
26:48,74
27:45,70
28:42,64
29:39,45
30:36,44
31:33,38
32:30,30
33:27,24
34:24,15
35:21,4
36:18,18
# mean=25:51
# median=25:51
# subject=29:39
# subject_name=Jeyashree
# note=879 finishers · bin ≈ 0:57
